OBJID,CREATE_AT,STATUS,ROUTE,FINISH_AT,EXEC_AT,LABEL,FILE_SIZE,CONTENT_LENGTH,DIARIZE,RETRY,DURATION,IS_DELETE
278482341,2025-07-23 23:14:03.9066667,2,/api/v1/rest/CreateTranscribeTask,2025-07-23 23:14:36.1200000,2025-07-23 23:14:06.0066667,6002461,11172,3588,0,0,713.44799999999998,1
278482326,2025-07-23 23:10:21.0766667,2,/api/v1/rest/CreateTranscribeTask,2025-07-23 23:10:47.5700000,2025-07-23 23:10:25.0200000,6002461,9822,2040,0,0,627.048,1
278482311,2025-07-23 23:06:59.3066667,2,/api/v1/rest/CreateTranscribeTask,2025-07-23 23:07:28.6700000,2025-07-23 23:07:05.9866667,6002461,7370,2295,0,0,470.13600000000002,1
278482271,2025-07-23 23:01:17.6466667,2,/api/v1/rest/CreateTranscribeTask,2025-07-23 23:01:43.1766667,2025-07-23 23:01:25.9700000,6002461,6426,1414,0,0,411.32406300000002,1
278482265,2025-07-23 22:57:40.7866667,2,/api/v1/rest/CreateTranscribeTask,2025-07-23 22:58:13.6300000,2025-07-23 22:57:44.9800000,6002461,11245,3293,0,0,719.72568799999999,1
278482250,2025-07-23 22:49:18.9533333,2,/api/v1/rest/CreateTranscribeTask,2025-07-23 22:49:51.5100000,2025-07-23 22:49:25.9266667,6002461,10323,2409,0,0,660.71506299999999,1
278482235,2025-07-23 22:47:13.6433333,2,/api/v1/rest/CreateTranscribeTask,2025-07-23 22:47:44.2800000,2025-07-23 22:47:15.9200000,6002461,10611,2131,0,0,679.10524999999996,1
278482220,2025-07-23 17:58:47.6666667,2,/api/v1/rest/CreateTranscribeTask,2025-07-23 18:02:26.8700000,2025-07-23 17:58:53.8033333,6002461,92309,30860,1,0,5907.8008129999998,1
278482212,2025-07-23 16:38:20.7233333,2,/api/v1/rest/CreateTranscribeTask,2025-07-23 16:41:11.3600000,2025-07-23 16:38:23.4733333,107619,130507,71517,1,0,5568.1306249999998,0
278482205,2025-07-23 15:55:42.7033333,2,/api/v1/rest/CreateTranscribeTask,2025-07-23 15:57:50.8500000,2025-07-23 15:55:43.3033333,6012348,27798,18794,1,0,3558.164898,0
278482189,2025-07-23 15:25:49.4400000,2,/api/v1/rest/CreateTranscribeTask,2025-07-23 15:27:36.5766667,2025-07-23 15:26:43.1900000,113542,23332,21973,1,0,1493.211429,0
278482186,2025-07-23 15:25:34.7066667,2,/api/v1/rest/CreateTranscribeTask,2025-07-23 15:26:36.8300000,2025-07-23 15:25:43.1866667,113542,23607,20377,1,0,1510.8440820000001,0
278482172,2025-07-23 12:41:59.5566667,2,/api/v1/rest/CreateTranscribeTask,2025-07-23 12:46:07.0600000,2025-07-23 12:43:53.5800000,101912,105471,29176,1,0,4500.0620410000001,0
278482161,2025-07-23 12:41:45.9166667,2,/api/v1/rest/CreateTranscribeTask,2025-07-23 12:43:50.0500000,2025-07-23 12:41:52.5533333,101912,90139,22898,1,0,3845.9297959999999,0
278482142,2025-07-23 12:25:58.7300000,2,/api/v1/rest/CreateTranscribeTask,2025-07-23 12:29:02.7800000,2025-07-23 12:27:33.5300000,101912,90139,17695,0,0,3845.9297959999999,1
278482139,2025-07-23 12:25:52.4066667,2,/api/v1/rest/CreateTranscribeTask,2025-07-23 12:27:32.5233333,2025-07-23 12:25:52.5033333,101912,105471,22190,0,0,4500.0620410000001,1
278482129,2025-07-23 12:19:03.0400000,2,/api/v1/rest/CreateTranscribeTask,2025-07-23 12:20:20.6800000,2025-07-23 12:19:12.4766667,101912,60264,11516,1,0,2571.232653,0
278482122,2025-07-23 12:11:25.9133333,2,/api/v1/rest/CreateTranscribeTask,2025-07-23 12:13:36.6300000,2025-07-23 12:11:32.4833333,101912,90274,14885,1,0,3851.676735,0
278482114,2025-07-23 10:29:23.5666667,2,/api/v1/rest/CreateTranscribeTask,2025-07-23 10:32:03.2533333,2025-07-23 10:29:26.5300000,5015381,1269888,20844,0,0,7371.6622219999999,0
278482106,2025-07-23 10:15:15.2766667,2,/api/v1/rest/CreateTranscribeTask,2025-07-23 10:18:50.4100000,2025-07-23 10:15:15.6366667,5015381,1306672,31907,1,0,7585.1969159999999,0
278482099,2025-07-23 09:42:14.1233333,2,/api/v1/rest/CreateTranscribeTask,2025-07-23 09:48:16.6800000,2025-07-23 09:42:15.5066667,6011020,160283,49293,1,0,10800.216,0
278482092,2025-07-23 09:33:07.7700000,2,/api/v1/rest/CreateTranscribeTask,2025-07-23 09:36:39.1233333,2025-07-23 09:33:15.4900000,6001662,47383,30243,1,0,6064.9920000000002,0
278482084,2025-07-23 09:22:54.5866667,2,/api/v1/rest/CreateTranscribeTask,2025-07-23 09:25:21.7666667,2025-07-23 09:22:56.2733333,6001662,33603,20940,1,0,4301.2560000000003,0
278482077,2025-07-22 22:52:14.8400000,2,/api/v1/rest/CreateTranscribeTask,2025-07-22 22:52:37.2200000,2025-07-22 22:52:23.7833333,113239,1433,606,1,0,225.108,0
278482048,2025-07-22 18:30:08.4166667,-2,/api/v1/rest/CreateTranscribeTask,NULL,NULL,110325,105,NULL,0,-1,3.3599999999999999,1
278482038,2025-07-22 16:29:14.2600000,2,/api/v1/rest/CreateTranscribeTask,2025-07-22 20:08:37.1400000,2025-07-22 20:07:02.2233333,119887,167650,11238,0,-1,3083.5839999999998,1
278482034,2025-07-22 15:43:50.5800000,2,/api/v1/rest/CreateTranscribeTask,2025-07-22 20:07:02.0100000,2025-07-22 20:02:12.2100000,110325,119243,45287,1,-2,7631.5167350000002,0
278482020,2025-07-22 15:29:22.8466667,2,/api/v1/rest/CreateTranscribeTask,2025-07-22 20:02:05.2633333,2025-07-22 19:57:12.2200000,110325,119243,45287,1,-4,7631.5167350000002,0
278482008,2025-07-22 15:05:33.7333333,2,/api/v1/rest/CreateTranscribeTask,2025-07-22 15:11:15.7600000,2025-07-22 15:05:33.9300000,6011020,157831,46348,1,0,10514.255999999999,0
278482001,2025-07-22 12:27:12.1866667,2,/api/v1/rest/CreateTranscribeTask,2025-07-22 12:31:13.4100000,2025-07-22 12:27:18.5300000,5020665,1143836,36315,1,0,6100.4586669999999,0
278481994,2025-07-22 10:20:30.4400000,2,/api/v1/rest/CreateTranscribeTask,2025-07-22 10:22:19.4133333,2025-07-22 10:20:36.9466667,119887,95033,13522,1,0,2529.1570000000002,1
278481988,2025-07-22 09:44:33.5433333,2,/api/v1/rest/CreateTranscribeTask,2025-07-22 09:51:23.2233333,2025-07-22 09:44:37.8566667,5023002,208052,54134,0,0,13315.291429000001,0
278481963,2025-07-21 16:47:20.2700000,2,/api/v1/rest/CreateTranscribeTask,2025-07-21 16:52:48.9100000,2025-07-21 16:50:03.7266667,5005473,111005,20446,1,0,4736.0783750000001,0
278481960,2025-07-21 16:46:20.5600000,2,/api/v1/rest/CreateTranscribeTask,2025-07-21 16:49:58.4000000,2025-07-21 16:46:23.7266667,5005473,133104,28550,1,0,5678.9420419999997,0
278481945,2025-07-21 14:59:49.7633333,2,/api/v1/rest/CreateTranscribeTask,2025-07-21 15:01:37.6066667,2025-07-21 14:59:53.3566667,102568,65500,14203,1,0,2794.3679999999999,1
278481913,2025-07-21 14:50:47.2800000,2,/api/v1/rest/CreateTranscribeTask,2025-07-21 14:54:56.9733333,2025-07-21 14:54:23.3300000,129517,31166,3451,0,0,792.38092400000005,0
278481908,2025-07-21 14:50:38.3766667,2,/api/v1/rest/CreateTranscribeTask,2025-07-21 14:54:13.9300000,2025-07-21 14:53:13.3300000,129517,120633,7946,0,0,1579.1426429999999,0
278481906,2025-07-21 14:50:16.1266667,2,/api/v1/rest/CreateTranscribeTask,2025-07-21 14:53:03.7433333,2025-07-21 14:52:23.3300000,129517,89792,4257,0,0,969.20084599999996,0
278481904,2025-07-21 14:50:05.3366667,2,/api/v1/rest/CreateTranscribeTask,2025-07-21 14:52:15.9200000,2025-07-21 14:50:53.3300000,129517,127710,10394,0,0,2309.0851560000001,0
278481901,2025-07-21 14:49:48.6600000,2,/api/v1/rest/CreateTranscribeTask,2025-07-21 14:50:46.2900000,2025-07-21 14:49:52.3200000,129517,57334,6317,0,0,1430.442057,0
278481891,2025-07-21 14:41:34.3600000,2,/api/v1/rest/CreateTranscribeTask,2025-07-21 14:41:55.4566667,2025-07-21 14:41:43.3366667,129517,1695,291,0,0,64.621093999999999,0
278481875,2025-07-21 14:01:30.1100000,2,/api/v1/rest/CreateTranscribeTask,2025-07-21 14:02:28.1600000,2025-07-21 14:02:02.9966667,129517,29801,9151,0,0,937.71464800000001,0
278481873,2025-07-21 14:00:57.5066667,2,/api/v1/rest/CreateTranscribeTask,2025-07-21 14:01:59.6733333,2025-07-21 14:01:34.0066667,129517,27799,9501,0,0,970.01354200000003,0
278481870,2025-07-21 14:00:44.8500000,2,/api/v1/rest/CreateTranscribeTask,2025-07-21 14:01:33.1866667,2025-07-21 14:00:52.9933333,129517,43845,15363,0,0,1731.7442060000001,0
278481864,2025-07-21 13:59:55.6933333,2,/api/v1/rest/CreateTranscribeTask,2025-07-21 14:00:20.9233333,2025-07-21 14:00:02.9933333,129517,12936,5221,0,0,562.480143,0
278481858,2025-07-21 13:59:31.1366667,2,/api/v1/rest/CreateTranscribeTask,2025-07-21 13:59:45.2966667,2025-07-21 13:59:34.0100000,129517,1845,890,0,0,84.752798999999996,0
278481845,2025-07-21 11:52:47.1733333,2,/api/v1/rest/CreateTranscribeTask,2025-07-21 11:55:38.4266667,2025-07-21 11:52:54.6700000,6002461,108215,22345,1,0,4617.0383750000001,1
278481829,2025-07-21 09:30:46.4233333,2,/api/v1/rest/CreateTranscribeTask,2025-07-21 09:33:53.7700000,2025-07-21 09:30:55.2833333,6012770,146810,23628,0,0,6263.7453329999998,0
278481822,2025-07-18 20:30:59.6633333,2,/api/v1/rest/CreateTranscribeTask,2025-07-18 20:34:53.1566667,2025-07-18 20:31:00.3166667,6002461,149694,34189,1,0,6386.7820830000001,1
278481815,2025-07-18 16:52:49.4333333,2,/api/v1/rest/CreateTranscribeTask,2025-07-18 16:53:46.6800000,2025-07-18 16:52:58.5500000,120828,20763,5945,0,0,1326.3119999999999,0
278481799,2025-07-18 11:56:09.4900000,2,/api/v1/rest/CreateTranscribeTask,2025-07-18 11:58:10.2166667,2025-07-18 11:56:18.2700000,6002461,44091,15776,1,0,2820.288,1
278481784,2025-07-18 11:53:41.7433333,2,/api/v1/rest/CreateTranscribeTask,2025-07-18 11:55:16.5033333,2025-07-18 11:53:47.2533333,6002461,44091,11326,0,0,2820.288,1
278481769,2025-07-18 11:40:30.0633333,2,/api/v1/rest/CreateTranscribeTask,2025-07-18 11:41:03.7333333,2025-07-18 11:40:38.2066667,6002461,10348,2517,0,0,660.74400000000003,1
278481753,2025-07-18 11:04:39.4100000,2,/api/v1/rest/CreateTranscribeTask,2025-07-18 11:05:12.4000000,2025-07-18 11:04:48.0700000,6002461,10635,2140,0,0,679.12800000000004,1
278481747,2025-07-18 11:02:52.6733333,2,/api/v1/rest/CreateTranscribeTask,2025-07-18 11:03:23.1766667,2025-07-18 11:02:57.0533333,6012358,5394,2642,0,0,690.38400000000001,0
278481729,2025-07-18 10:14:52.6666667,2,/api/v1/rest/CreateTranscribeTask,2025-07-18 10:17:32.5000000,2025-07-18 10:14:56.8700000,5008670,104154,22758,1,0,4443.898776,0
278481711,2025-07-17 17:39:22.4033333,2,/api/v1/rest/CreateTranscribeTask,2025-07-17 17:42:51.5700000,2025-07-17 17:42:02.8700000,121556,15284,3386,1,0,785.31918399999995,0
278481709,2025-07-17 17:39:17.8000000,2,/api/v1/rest/CreateTranscribeTask,2025-07-17 17:42:00.2966667,2025-07-17 17:39:22.8666667,121556,84970,19716,1,0,4391.262041,0
278481693,2025-07-17 16:56:04.6700000,2,/api/v1/rest/CreateTranscribeTask,2025-07-17 17:01:23.2600000,2025-07-17 16:59:43.7466667,6013089,23570,14495,1,0,2413.3919999999998,0
278481691,2025-07-17 16:55:27.5966667,2,/api/v1/rest/CreateTranscribeTask,2025-07-17 16:59:38.7200000,2025-07-17 16:58:32.7200000,6013089,19832,7710,1,0,2030.664,0
278481688,2025-07-17 16:55:07.7500000,2,/api/v1/rest/CreateTranscribeTask,2025-07-17 16:58:29.8000000,2025-07-17 16:55:12.7100000,6013089,50742,29293,1,0,5195.8559999999998,0
278481668,2025-07-17 16:02:12.4366667,2,/api/v1/rest/CreateTranscribeTask,2025-07-17 16:02:27.6833333,2025-07-17 16:02:13.5433333,6010334,3822,974,0,0,244.662813,0
278481655,2025-07-17 15:37:11.5633333,2,/api/v1/rest/CreateTranscribeTask,2025-07-17 15:50:46.0300000,2025-07-17 15:49:12.5166667,122569,55743,6646,1,-1,3567.5520000000001,0
278481648,2025-07-17 15:21:47.4266667,2,/api/v1/rest/CreateTranscribeTask,2025-07-17 15:22:51.0600000,2025-07-17 15:21:52.1733333,5020665,272521,8124,0,0,1581.982381,0
278481631,2025-07-17 12:49:37.1600000,2,/api/v1/rest/CreateTranscribeTask,2025-07-17 13:02:31.3733333,2025-07-17 13:02:11.7100000,101000,5745,2839,1,-1,287.61599999999999,0
278481628,2025-07-17 12:49:16.6433333,2,/api/v1/rest/CreateTranscribeTask,2025-07-17 12:50:23.4900000,2025-07-17 12:49:23.5300000,101000,30821,2089,1,0,1527.1679999999999,0
278481593,2025-07-17 12:34:07.7833333,2,/api/v1/rest/CreateTranscribeTask,2025-07-17 12:34:40.5433333,2025-07-17 12:34:13.4866667,6012358,5458,2204,0,0,698.59199999999998,0
278481577,2025-07-17 11:01:42.1600000,2,/api/v1/rest/CreateTranscribeTask,2025-07-17 11:03:28.5466667,2025-07-17 11:01:42.8200000,5023002,126804,8760,0,0,4057.4200000000001,0
278481560,2025-07-17 10:57:07.2800000,2,/api/v1/rest/CreateTranscribeTask,2025-07-17 11:00:33.5300000,2025-07-17 10:59:33.8766667,101000,30821,2089,1,0,1527.1679999999999,1
278481558,2025-07-17 10:56:49.3166667,2,/api/v1/rest/CreateTranscribeTask,2025-07-17 10:59:27.4500000,2025-07-17 10:59:13.8766667,101000,5745,2119,0,0,287.61599999999999,1
278481556,2025-07-17 10:56:27.0000000,2,/api/v1/rest/CreateTranscribeTask,2025-07-17 10:59:10.0733333,2025-07-17 10:58:42.8166667,101000,12964,7204,1,0,621.12,0
278481537,2025-07-17 10:55:23.1933333,2,/api/v1/rest/CreateTranscribeTask,2025-07-17 10:58:34.0633333,2025-07-17 10:55:23.8766667,6011760,61896,20567,0,0,7576.2158959999997,0
278481530,2025-07-17 09:45:51.5233333,2,/api/v1/rest/CreateTranscribeTask,2025-07-17 09:46:08.7100000,2025-07-17 09:45:52.5700000,127823,7793,677,1,0,275.591837,0
278481506,2025-07-17 09:41:54.6700000,2,/api/v1/rest/CreateTranscribeTask,2025-07-17 09:42:29.9533333,2025-07-17 09:42:02.5533333,110397,24976,2953,0,0,639.37306100000001,0
278481487,2025-07-17 09:35:27.8800000,2,/api/v1/rest/CreateTranscribeTask,2025-07-17 09:35:41.9766667,2025-07-17 09:35:32.5300000,110397,3399,349,0,0,86.987755000000007,1
278481480,2025-07-17 09:02:59.4266667,2,/api/v1/rest/CreateTranscribeTask,2025-07-17 09:03:12.7966667,2025-07-17 09:03:02.4266667,110397,4253,544,0,0,108.852245,1
278481465,2025-07-17 08:45:06.7000000,2,/api/v1/rest/CreateTranscribeTask,2025-07-17 08:45:31.1733333,2025-07-17 08:45:13.3933333,110397,12630,1446,0,0,323.31755099999998,1
278481440,2025-07-17 08:36:42.5400000,2,/api/v1/rest/CreateTranscribeTask,2025-07-17 08:37:14.7533333,2025-07-17 08:36:52.3600000,110397,5364,2060,1,0,343.275102,1
278481433,2025-07-17 08:35:45.8833333,2,/api/v1/rest/CreateTranscribeTask,2025-07-17 08:36:16.6300000,2025-07-17 08:35:53.3700000,110397,13260,1832,1,0,339.43510199999997,1
278481426,2025-07-17 08:18:23.2633333,2,/api/v1/rest/CreateTranscribeTask,2025-07-17 08:19:27.1800000,2025-07-17 08:18:26.0666667,127823,5746,7315,1,0,1961.4960000000001,1
278481412,2025-07-16 16:55:06.0700000,2,/api/v1/rest/CreateTranscribeTask,2025-07-16 16:55:57.8333333,2025-07-16 16:55:12.5333333,5013408,8394,6241,1,0,1074.52,0
278481398,2025-07-16 14:53:46.8333333,2,/api/v1/rest/CreateTranscribeTask,2025-07-16 15:32:55.7633333,2025-07-16 15:31:12.4500000,5010628,44516,12859,1,-3,2791.5724,0
278481373,2025-07-16 08:51:21.6000000,2,/api/v1/rest/CreateTranscribeTask,2025-07-16 09:29:22.7600000,2025-07-16 09:27:12.2600000,5012307,35091,18188,0,-3,4178.1999999999998,0
278481361,2025-07-15 23:26:00.9566667,2,/api/v1/rest/CreateTranscribeTask,2025-07-15 23:53:24.1366667,2025-07-15 23:50:12.2866667,6002461,149694,24956,0,-2,6386.7820830000001,1
278481341,2025-07-15 15:27:10.6933333,2,/api/v1/rest/CreateTranscribeTask,2025-07-15 16:05:40.0100000,2025-07-15 16:03:13.4100000,6001662,31142,20932,1,-3,3986.2080000000001,0
278481334,2025-07-15 15:01:28.3833333,2,/api/v1/rest/CreateTranscribeTask,2025-07-15 15:02:12.0633333,2025-07-15 15:01:32.4033333,6001662,3610,4467,1,0,924.27025000000003,0
278481291,2025-07-15 11:29:32.5166667,2,/api/v1/rest/CreateTranscribeTask,2025-07-15 14:36:54.8566667,2025-07-15 14:33:12.3333333,113694,75196,32082,1,-3,6416.6660830000001,0
278481272,2025-07-15 11:27:48.7033333,2,/api/v1/rest/CreateTranscribeTask,2025-07-15 14:40:42.4800000,2025-07-15 14:37:02.3300000,113694,75196,32082,1,-13,6416.6660830000001,0
278481216,2025-07-15 10:01:04.9233333,2,/api/v1/rest/CreateTranscribeTask,2025-07-15 11:19:19.5566667,2025-07-15 11:18:52.4233333,6007850,12402,2242,1,-1,793.78274999999996,0
278481214,2025-07-15 09:32:35.9233333,2,/api/v1/rest/CreateTranscribeTask,2025-07-15 11:18:45.7800000,2025-07-15 11:18:02.4233333,5023353,12856,4302,0,-1,1645.6320000000001,0
278481212,2025-07-15 00:53:01.2900000,2,/api/v1/rest/CreateTranscribeTask,2025-07-15 11:21:14.2033333,2025-07-15 11:20:12.4266667,6002461,49190,6727,0,-1,2100.924082,1
278481194,2025-07-14 23:00:04.6833333,-2,/api/v1/rest/CreateTranscribeTask,NULL,NULL,6002461,108215,NULL,0,-1,4617.0383750000001,1
278481192,2025-07-14 17:11:02.4133333,2,/api/v1/rest/CreateTranscribeTask,2025-07-15 11:20:08.6500000,2025-07-15 11:19:22.4233333,6013089,63086,29353,1,-1,1345.8399999999999,1
278481190,2025-07-14 16:55:28.6833333,2,/api/v1/rest/CreateTranscribeTask,2025-07-15 11:17:58.8500000,2025-07-15 11:17:12.4166667,6013089,63086,29353,1,-1,1345.8399999999999,0
278481184,2025-07-14 15:20:05.5533333,2,/api/v1/rest/CreateTranscribeTask,2025-07-15 11:17:04.4466667,2025-07-15 11:16:22.4166667,6007845,4399,4781,1,-1,1105.6877999999999,0
278481182,2025-07-14 15:19:55.7633333,2,/api/v1/rest/CreateTranscribeTask,2025-07-15 11:13:29.1700000,2025-07-15 11:11:12.4233333,6007845,14186,19711,1,-1,3596.9102950000001,0
278481171,2025-07-14 13:53:15.6133333,2,/api/v1/rest/CreateTranscribeTask,2025-07-15 11:16:17.0500000,2025-07-15 11:13:32.4066667,6002461,108215,22345,1,-8,4617.0383750000001,1
278481154,2025-07-14 10:13:37.6466667,2,/api/v1/rest/CreateTranscribeTask,2025-07-14 10:26:30.2600000,2025-07-14 10:22:55.3133333,6001662,77485,29534,1,-1,6514.0672000000004,0
278481151,2025-07-14 09:31:43.3100000,2,/api/v1/rest/CreateTranscribeTask,2025-07-14 10:22:55.0866667,2025-07-14 10:20:35.3100000,6011721,111772,20741,0,-1,4768.7837079999999,0
278481112,2025-07-13 13:52:03.9100000,2,/api/v1/rest/CreateTranscribeTask,2025-07-14 10:20:28.6033333,2025-07-14 10:14:26.3033333,5021229,161454,48253,1,-11,10331.456,0
278481102,2025-07-13 12:49:32.5933333,2,/api/v1/rest/CreateTranscribeTask,2025-07-13 13:04:47.6100000,2025-07-13 13:02:12.2966667,5021229,70853,18959,1,-1,4533.6319999999996,0
278481094,2025-07-11 17:35:28.3866667,2,/api/v1/rest/CreateTranscribeTask,2025-07-11 17:39:09.8600000,2025-07-11 17:35:33.6600000,6001662,77485,29534,1,0,6514.0672000000004,0
278481083,2025-07-11 16:05:01.7266667,2,/api/v1/rest/CreateTranscribeTask,2025-07-11 16:10:53.5533333,2025-07-11 16:10:22.6600000,6005625,17444,4260,1,0,744.277333,0
